text	label
Either party may cancel or terminate this Agreement by giving writing notice if the other party (i) becomes insolvent, is the subject of bankruptcy or administration proceedings that are not dismissed within ninety (90) days of filing or makes an assignment for the benefit of creditors, or (ii) materially breaches or defaults on any of such party’s obligations under this Agreement and fails to cure the breach or default within thirty (30) days after written notice describing the breach or default. Immediately upon expiration or any termination of this Agreement, Consultant shall promptly deliver, in a format acceptable to Company, all physical embodiments of the Work Product and all Proprietary Information and all copies thereof in Consultant’s possession or control. Sections 2, 5, 6, 7, 9 and 10 shall survive expiration and any termination of this Agreement.	Terminations
The Parties shall bear their own costs and attorneys’ fees incurred in connection with the Lawsuit, and in connection with the negotiation, preparation, and review of this Agreement. However, in the event any action is brought to enforce the terms of this Agreement, the prevailing party in such action shall receive an award of its costs and reasonable attorneys’ fees incurred in that action.	Costs
Employee shall report to the Board of Directors of the Company pursuant to the procedures set forth in the Company’s Bylaws. Employee agrees to discharge such duties as may be delegated to him from time-to-time by the Company.  The Company reserves the right to change or modify the designation of Employee or his duties at Company's discretion from time-to-time. During the term of his employment, unless an actual conflict arises, Employee is authorized to engage in any other business or occupation provided he has the ability to dedicate, at the very least, twenty hours a month towards the performance of his duties hereunder. Employee is not prohibited from making passive or personal investments for which the expenditure of time is not required.  Employee acknowledges that he shall travel, as reasonably required by the Company, in connection with his employment, subject to the Company paying any and all reasonable expenses in advance of such travel.	Duties
No provision of this Agreement may be waived, modified or discharged unless such waiver, modification or discharge is agreed to in writing signed by Indemnitee and the Company.  No waiver by either party hereto at any time of any breach by the other party hereto or compliance with any condition or provision of this Agreement to be performed by such other party shall be deemed a waiver of similar or dissimilar provisions or conditions at the same or at any prior or subsequent time.  No agreements or representations, oral or otherwise, expressed or implied with respect to the subject matter hereof have been made by either party that are not set forth expressly in this Agreement.  References to Sections are to references to Sections of this Agreement.	Miscellaneous
(a) Do, or cause to be done, all things necessary to preserve, renew and keep in full force and effect its legal existence, except, in the case of a Subsidiary of the Borrower that is not a Loan Party, where the failure to do so would not reasonably be expected to have a Material Adverse Effect, and except as otherwise expressly permitted under Section 6.05 ; provided that the Borrower each First Tier Covenant Party, as applicable, may liquidate or dissolve one or more of its Subsidiaries if the assets of such Subsidiaries to the extent they exceed estimated liabilities are acquired by the Borrower such First Tier Covenant Party or a Wholly-Owned Subsidiary of the Borrower such First Tier Covenant Party in such liquidation or dissolution; except that Subsidiary Loan Parties may not be liquidated into Subsidiaries of Holdings that are not Loan Parties and Domestic Subsidiaries may not be liquidated into Foreign Subsidiaries.	Existence
The Borrower will not, and will not permit any of its Subsidiaries to, sell, lease or otherwise transfer any property or assets to, or purchase, lease or otherwise acquire any property or assets from, or otherwise engage in any other transactions with, any of its Affiliates, except (a) in the ordinary course of business at prices and on terms and conditions not less favorable to the Borrower or such Subsidiary than could be obtained on an arm’s-length basis from unrelated third parties, (b) transactions between or among the Borrower and any wholly-owned Subsidiaries not involving any other Affiliate, (c) any transaction permitted by Section 6.01 , 6.03 , 6.04 or 6.07 , (d) payment of customary fees and expenses to members of the board of directors of the Borrower and its Subsidiaries in the ordinary course of business; and (e) payment of employee compensation in the ordinary course of business to any Affiliate who is an individual in such Person’s capacity as an officer, employee or consultant of the Borrower or any of its Subsidiaries.	Transactions With Affiliates
Employer shall indemnify Executive (and, upon Executive’s death, Executive’s heirs, executors and administrators) to the fullest extent permitted by law against all expenses, including reasonable attorneys’ fees, court and investigative costs, judgments, fines and amounts paid in settlement (collectively, “ Expenses ”) reasonably incurred by Executive in connection with or arising out of any pending, threatened or completed action, suit or proceeding in which Executive becomes involved by reason of Executive’s having been an officer or director of Employer. The indemnification rights provided for herein are not exclusive and shall supplement any rights to indemnification that Executive may have under any applicable bylaw or charter provision of Employer, or any resolution of Employer, or any applicable statute.	Indemnifications
Subject to the terms and conditions of this Agreement , the consummation of the transactions contemplated by this Agreement (the “ Closing ”) shall take place at the offices of Withers Bergman LLP, 430 Park Avenue, 10th Floor, New York, New York 10022, on May 27, 2016 so long as all the conditions to Closing in Article III   are satisfied or waived by such date (other than those which, by their nature, are to be satisfied at the Closing , but subject to such satisfaction), or on such other date or at such other time mutually agreed in writing by the parties to this Agreement . The date on which the Closing is to occur is herein referred to as the “ Closing Date ”. The Closing shall be deemed to be effective as of 11:59 p.m., Eastern Daylight Time on the Closing Date .	Closings
This Agreement is for the benefit of Purchaser and Seller, and except as provided in the indemnities granted by Purchaser in this Agreement and in the Purchase Documents (as defined in Section 19) with respect to the Indemnified Parties listed therein, no other person or entity will be entitled to rely on this Agreement, receive any benefit from it or enforce any provisions of it against Purchaser or Seller.	Benefits
During the Employment Term and thereafter, the Executive shall cooperate with the Company and be reasonably available to the Company with respect to continuing and/or future matters related to the Executive’s employment period with the Company and/or its subsidiaries or affiliates, whether such matters are business-related, legal, regulatory or otherwise (including, without limitation, the Executive appearing at the Company’s request to give testimony without requiring service of a subpoena or other legal process, volunteering to the Company all pertinent information and turning over to the Company all relevant documents which are or may come into the Executive’s possession).  Following the Employment Term, the Company shall reimburse the Executive for all reasonable out of pocket expenses incurred by the Executive in rendering such services that are approved by the Company.  In addition, if more than an incidental cooperation is required at any time after the termination of the Executive’s employment, the Executive shall be paid (other than for the time of actual testimony) a per day fee based on his base salary described in Section 5(a) at the time of such termination divided by 225.	Cooperation
In the event of the death of a Participant during the period of Continuous Service since the Grant Date of an Option, or within 12 months following termination of the Participant’s Continuous Service, the Option may be exercised, at any time within 12 months following the date of the Participant’s death (or such earlier date on which the Option expires), by the Participant’s estate or by a person who acquired the right to exercise the Option by bequest or inheritance, but only to the extent the right to exercise the Option had vested at the date of death or, if earlier, the date the Participant’s Continuous Service terminated.	Death
Unless and until changed by the Company, your job position and title will be Senior Vice President and General Counsel of the Company, reporting to the Chief Executive Officer of the Company.	Positions
Pledgor has full power, authority and capacity to execute and deliver this Agreement and the Pledged Agreement and to incur and perform the obligations provided for herein and therein. The execution, delivery and performance by Pledgor of this Agreement and the Pledged Agreement, as applicable, has been duly authorized by all necessary action pursuant to its organizational documents, and a true, correct and complete copy of such authorization has been delivered to Pledgee.	Authority
The Seller represents and Certificates that all action on the part of Seller necessary for the authorization, execution, delivery, and performance of all the obligations of Seller under this Agreement has been taken prior to the Closing Date and that this Agreement constitutes a valid and legally binding obligation of Seller enforceable in accordance with its terms, subject to applicable bankruptcy, insolvency, reorganization, and moratorium laws and other laws of general application affecting enforcement of creditor’s rights generally and to general equitable principles. Seller may also sell all securities and execute a promissory note as contemplated by tins Agreement.	Authorizations
All liens and security interests securing reimbursement obligations and other obligations owed to the applicable U.S. L/C Issuer of any U.S. Bond L/C under the related Bond Documents (including any U.S. L/C Borrowing), any rights in and to any Bonds or other certificates of indebtedness issued to such L/C Issuer under the related Bond Documents, and any voting rights or other rights created in favor of such L/C Issuer under or pursuant to or in connection with any related Bond Documents (collectively, the “ Bond Rights ”), now or hereafter existing in favor of such L/C Issuer, are hereby assigned and conveyed by the applicable U.S. L/C Issuer to U.S. Funding Agent for the ratable benefit of U.S. Lenders. Notwithstanding anything to the contrary set forth in any U.S. Bond L/C, any Bonds or certificates of indebtedness purchased from the owner thereof by the applicable Trustee with funds received pursuant to a drawing under any U.S. Bond L/C shall be registered in the name of U.S. Funding Agent and shall be delivered to or held by U.S. Funding Agent or such other entity as may be specified by the applicable L/C Issuer and approved by U.S. Funding Agent in a written instrument delivered to the applicable Trustee, for the benefit of the applicable L/C Issuer, U.S. Funding Agent and the other U.S. Lenders. Each L/C Issuer of a U.S. Bond L/C agrees to execute all such other assignments, conveyances, financing statements and other documents required by U.S. Funding Agent to effect the requirements of this Section 5.14.2 ; provided that, U.S. Lenders, U.S. Funding Agent and such U.S. L/C Issuer agree that in the event any Bonds or certificates of indebtedness are issued to such U.S. L/C Issuer (or U.S. Funding Agent as the assignee of such U.S. L/C Issuer) as a result of a drawing by the applicable Trustee under the U.S. Bond L/C for which such U.S. L/C Issuer is not immediately reimbursed, and subsequently the Bonds are remarketed and such U.S. L/C Issuer is reimbursed for all amounts so advanced (which reimbursement may be a repayment of any Loan disbursed by U.S. Lenders as payment of the related U.S. Letter of Credit reimbursement obligations under Section 5.3.2 or a repayment of an U.S. L/C Borrowing), then any Bonds or certificates of indebtedness shall be released by U.S. Funding Agent and delivered to such Trustee without any further authorization from U.S. Lenders or such U.S. L/C Issuer.	Liens
The parties hereto agree that it is their intention that the ABL Collateral, the Note Collateral and any Additional First Lien Collateral be identical except as provided in Article VI and as otherwise provided herein. In furtherance of the foregoing and of Section 8.08 , the parties hereto agree, subject to the other provisions of this Agreement, upon request by the ABL Agent, the Notes Agent or any Additional First Lien Agent, to cooperate in good faith (and to direct their counsel to cooperate in good faith) from time to time in order to determine the specific items included in the ABL Collateral, the Note Collateral and any Additional First Lien Collateral and the steps taken to perfect their respective Liens thereon and the identity of the respective parties obligated under the ABL Loan Documents and the First Lien Documents.	Agreements
This Agreement and the Merger contemplated hereby have been approved by the requisite vote of the majority of the shareholders by written consent at a shareholder meeting of the Constituent Corporations stockholders in accordance with the DGCL and FLBCA and compliance with the requirements of law, including the securities laws of the United States. As promptly as practicable after the later of (a) approval of this Agreement by the Constituent Corporations stockholders in accordance with applicable law, the Constituent Corporations chief executive officer Mr. Noel Mijares or secretary, Mr. David A. Bingaman s hall promptly make and execute the Articles of Merger and shall cause such documents as necessary to be filed with the Secretary of State of Florida in accordance with the FLBCA and Secretary of State of Delaware in accordance with DGCL. The execution and delivery hereof by the constituent corporations shall constitute the approval and adoption of, and consent to, the Merger Agreement and the transactions contemplated thereby.	Approvals
Subject to the terms and conditions of this Agreement, Seller agrees to sell and convey to Buyer, and Buyer agrees to purchase and receive from Seller, the Assets, as defined below.	Sales
As used herein, capitalized terms shall have the meanings set forth in the body of this Agreement or in Appendix I .	Definitions
Employee hereby represents to Extraction that Employee has read and understands, and agrees to be bound by, the terms of this Article VIII.  Employee acknowledges that the geographic scope and duration of the covenants contained in this Article VIII are the result of arm’s-length bargaining and are fair and reasonable in light of (a) the nature and wide geographic scope of the operations of the Business, (b) Employee’s level of control over and contact with the Business in all jurisdictions in which it is conducted, (c) the fact that the Business is conducted throughout the Restricted Area and (d) the amount of Confidential Information that Employee is receiving in connection with the performance of Employee’s duties hereunder.  It is the desire and intent of the parties that the provisions of this Article VIII be enforced to the fullest extent permitted under applicable Legal Requirements, whether now or hereafter in effect and therefore, to the extent permitted by applicable Legal Requirements, Employee and Extraction hereby waive any provision of applicable Legal Requirements that would render any provision of this Article VIII invalid or unenforceable.	Enforcements
The headings in the Paragraphs of this Amendment ar e inserted for convenience only and will not constitute a part of this Agreement.	Headings
Except as set forth on Schedule 2.21(i) , neither the execution, delivery or performance of this Agreement, nor the consummation of the Merger or any of the other transactions contemplated by this Agreement, will or may (either alone or upon the occurrence of any additional or subsequent events): (i) constitute an event under any Acquired Company Employee Plan or trust that will or may result (either alone or in connection with any other circumstance or event) in any payment (whether of severance pay or otherwise), acceleration, forgiveness of Indebtedness, vesting, distribution, increase in benefits or obligation to fund benefits (through a grantor trust or otherwise) with respect to any Acquired Company employee; or (ii) create or otherwise result in any Liability with respect to any Acquired Company Employee Plan. Except as set forth on Schedule 2.21(i) , no Acquired Company is a party to any Contract that could result, separately or in the aggregate, in the payment of an “excess parachute payment” within the meaning of Section 280G as a result of the consummation of the transactions contemplated by this Agreement. None of the Acquired Companies has any obligation to make a “gross-up” or similar payment in respect of any Taxes that may become payable under Section 4999 of the Code.	No Conflicts
EACH CO-BORROWER IRREVOCABLY AND UNCONDITIONALLY SUBMITS, FOR ITSELF AND ITS PROPERTY, TO THE NONEXCLUSIVE JURISDICTION OF THE COURTS OF THE STATE OF TEXAS SITTING IN DALLAS COUNTY AND OF THE UNITED STATES DISTRICT COURT OF THE NORTHERN DISTRICT OF TEXAS, AND ANY APPELLATE COURT FROM ANY THEREOF, IN ANY ACTION OR PROCEEDING ARISING OUT OF OR RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT, OR FOR RECOGNITION OR ENFORCEMENT OF ANY JUDGMENT, AND EACH OF THE PARTIES HERETO IRREVOCABLY AND UNCONDITIONALLY AGREES THAT ALL CLAIMS IN RESPECT OF ANY SUCH ACTION OR PROCEEDING MAY BE HEARD AND DETERMINED IN SUCH TEXAS STATE COURT OR, TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, IN SUCH FEDERAL COURT. EACH OF THE PARTIES HERETO AGREES THAT A FINAL JUDGMENT IN ANY SUCH ACTION OR PROCEEDING SHALL BE CONCLUSIVE AND MAY BE ENFORCED IN OTHER JURISDICTIONS BY SUIT ON THE JUDGMENT OR IN ANY OTHER MANNER PROVIDED BY LAW. NOTHING IN THIS AGREEMENT OR IN ANY OTHER LOAN DOCUMENT SHALL AFFECT ANY RIGHT THAT THE ADMINISTRATIVE AGENT, ANY LENDER OR THE L/C ISSUER MAY OTHERWISE HAVE TO BRING ANY ACTION OR PROCEEDING RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT AGAINST ANY CO-BORROWER OR ITS PROPERTIES IN THE COURTS OF ANY JURISDICTION.	Submission To Jurisdiction
The fair salable value of Borrower’s assets (including goodwill minus disposition costs) exceeds the fair value of its liabilities; Borrower is not left with unreasonably small capital after the transactions in this Agreement; and Borrower is able to pay its debts (including trade debts) as they mature.	Solvency
The provisions of this Agreement shall be construed and interpreted in accordance with the laws of the State of Texas, and venue for any action brought with respect to any claims arising out of this Agreement shall be brought exclusively in Dallas County, Texas.	Venues
The Participant acknowledges that the RSUs and tandem Dividend Equivalents are subject to modification and termination in certain events as provided in this RSU Agreement and Article 13 of the Plan.	Adjustments
This Third Amendment shall be effective automatically and without necessity of any further action by the Borrower, the Administrative Agent or the Lenders when counterparts hereof have been executed by the Borrower, the Administrative Agent and the Majority Lenders, and all conditions to the effectiveness hereof set forth herein have been satisfied.	Effectiveness
No failure or delay on the part of the Agents, the Letter of Credit Issuing Bank or any Lender in exercising any right, power or privilege hereunder or under any other Credit Document and no course of dealing between an Obligor and any Agent, the Letter of Credit Issuing Bank or any Lender shall operate as a waiver thereof; nor shall any single or partial exercise of any right, power or privilege hereunder or under any other Credit Document preclude any other or further exercise thereof or the exercise of any other right, power or privilege hereunder or thereunder. The rights and remedies herein expressly provided are cumulative and not exclusive of any rights or remedies that the Agents, the Letter of Credit Issuing Bank or any Lender would otherwise have. No notice to or demand on an Obligor in any case shall entitle such Obligor to any other or further notice or demand in similar or other circumstances or constitute a waiver of the rights of the Agents, the Letter of Credit Issuing Bank or Lenders to any other or further action in any circumstances without notice or demand.	No Waivers
This offer letter, including, but not limited to the at-will provision above, may not be amended or modified other than by a written agreement designated as an amendment and executed by you and the CEO, following approval of the Board, although the Company reserves the right to unilaterally modify your compensation, benefits, job title and duties (subject to any express limitations set forth above).	Modifications
In the event your employment with the Company or any of its Affiliates terminates due to Disability, your rights with respect to any then unvested RSUs awarded pursuant to this Award Agreement shall become vested in you or your guardian or legal representative, as applicable, as of such termination.	Disability
The execution and delivery by such Person of this Amendment, and the performance of its obligations under this Amendment and the Agreement, as amended hereby, are within its corporate powers and have been duly authorized by all necessary corporate action on its part. This Amendment and the Agreement, as amended hereby, are its valid and legally binding obligations, enforceable in accordance with its terms.	Enforceability
To the extent that the receipt of the Restricted Stock Units or the lapse of any Forfeiture Restrictions results in income, wages or other compensation to you for any income, employment or other tax purposes with respect to which the Company has a withholding obligation, the Company is authorized to withhold from any shares of Common Stock issued under the Agreement or from any cash or stock remuneration or other payment then or thereafter payable to you any tax required to be withheld by reason of such taxable income, wages or compensation including (without limitation) shares of the Common Stock sufficient to satisfy the withholding obligation.	Tax Withholdings
From and after the date of this Agreement, the Company shall not sell, offer for sale or solicit offers to buy or otherwise negotiate in respect of any security (as defined in Section 2 of the Securities Act) of the Company that would be integrated with the offer or sale of the Securities such that the rules or regulations of the Principal Market would require stockholder approval of this transaction prior to the closing of such other transaction unless stockholder approval is obtained before the closing of such subsequent transaction.	Integration
Any judicial proceeding brought against the Borrower with respect to any Loan Document Related Claim may be brought in any court of competent jurisdiction in The City of New York, and, by execution and delivery of this Agreement, the Borrower (a) accepts, generally and unconditionally, the exclusive jurisdiction of such courts and any related appellate court and irrevocably agrees to be bound by any judgment rendered thereby in connection with any Loan Document Related Claim and (b) irrevocably waives any objection it may now or hereafter have as to the venue of any such proceeding brought in such a court or that such a court is an inconvenient forum. The Borrower hereby waives personal service of process and consents that service of process upon it may be made by certified or registered mail, return receipt requested, at its address specified or determined in accordance with the provisions of Article XII , and service so made shall be deemed completed on the third Business Day after such service is deposited in the mail. Nothing herein shall affect the right of the Administrative Agent, any Lender or any other Indemnified Person to serve process in any other manner permitted by law or shall limit the right of the Administrative Agent, the Syndication Agent, the Documentation Agent, any Lender or any other Indemnified Person to bring proceedings against the Borrower in the courts of any other jurisdiction. Any judicial proceeding by the Borrower against the Administrative Agent or any Lender involving any Loan Document Related Claim shall be brought only in a court located in the City and State of New York.	Consent To Jurisdiction
Beattie agrees and acknowledges that he will not at any time make any statement (orally or in writing) or take any action which, in any way, disparages the Company or any of its affiliates. The Company agrees that it shall not, and shall instruct its officers and members of the Board not to, disparage, criticize or defame Beattie. Nothing in this Section 7 shall prohibit the Company, its affiliates, Beattie or any other person or entity from providing truthful and accurate facts where required by lawfully compelled testimony; provided that Beattie notifies the Company in advance of any such testimony by Beattie and cooperates with the Company’s reasonable efforts with respect to such testimony, to the fullest extent permitted by applicable law. This Section 7 will survive in perpetuity.	Non-Disparagement
Such party, if an entity, has all requisite power and authority to execute, deliver and perform this Agreement and to consummate the transactions contemplated hereby.  Such party, if an individual, has the legal capacity to execute, deliver and perform this Agreement and to consummate the transactions contemplated hereby.	Powers
The Borrower will not, nor will it permit any of its Subsidiaries to, directly or to the knowledge of the Borrower, indirectly, use the proceeds of any Credit Event, or lend, contribute or otherwise make available such proceeds to any Subsidiary, joint venture partner or other individual or entity, to fund or facilitate any activities of or business with any individual or entity that, at the time of such funding, is the target of Sanctions (target and/or subject of sanctions signifying a person with whom a person obliged to comply with applicable sanctions regulations would be prohibited or restricted by law from engaging in certain transactions) or in any Designated Jurisdiction, in each case, unless authorized by the relevant sanctions authority, or in any other manner that will result in a violation by any party hereto (including any individual or entity participating in the transaction, whether as Lender, Administrative Agent, Agents, Letter of Credit Issuer, Swingline Lender, or otherwise) of Sanctions.	Sanctions
All the accounts, books, registers, ledgers, the Company Board minutes and financial and other records of whatsoever kind of the Company have been fully, properly and accurately kept and completed; there are no material inaccuracies or discrepancies of any kind contained or reflected therein; and they give and reflect a true and fair view of the financial, contractual and legal position of the Company. The Company maintains a system of internal accounting controls sufficient, in the judgment of the Company, to provide reasonable assurance that (i) transactions are executed in accordance with management’s general or specific authorizations, and (ii) transactions are recorded as necessary to permit preparation of financial statements in conformity with U.S. GAAP and to maintain asset accountability.	Books
For the immediately preceding five year period, neither the Credit Parties nor any of their respective Subsidiaries nor, to the knowledge of any Responsible Officer of any Credit Party, any director, officer, agent, employee or other Person acting in such capacity on behalf of any Credit Party or any of their respective Subsidiaries, has taken any action, directly or indirectly, that would result in a violation by such Persons of the Foreign Corrupt Practices Act of 1977, as amended, and the rules and regulations thereunder (the “ FCPA ”), or any other applicable anti-corruption law, in each case, in any material respect.  No part of the proceeds of the Loans shall be used, directly or indirectly, for any payments to any governmental official or employee, political party, official of a political party, candidate for political office, or anyone else acting in an official capacity, in order to obtain, retain or direct business or obtain any improper advantage, in violation of the FCPA. Each Credit Party has conducted its businesses in compliance with applicable anti-corruption laws, in all material respects, and has instituted and maintained policies and procedures designed to promote and achieve compliance with such laws.	Anti-Corruption Laws
This Agreement shall be binding upon the First Lien Representatives, the First Lien Secured Parties, the other First Lien Secured Parties, the Second Lien Representative, the Second Lien Secured Parties, the other Second Lien Secured Parties, the Third Lien Representative, the Third Lien Secured Parties, the other Third Lien Secured Parties, the Company and the other Grantors, and their respective successors and assigns. If any of the First Lien Representatives, the First Lien Collateral Agents, the Second Lien Representative or the Second Lien Collateral Agent, the Third Lien Representative or the Third Lien Collateral Agent resigns or is replaced pursuant to the First Lien Documents, the Second Lien Documents or the Third Lien Documents, as applicable, its successor shall be deemed to be a party to this Agreement and shall have all the rights of, and be subject to all the obligations of, this Agreement. No provision of this Agreement will inure to the benefit of a trustee, debtor-in-possession, creditor trust or other representative of an estate or creditor of any Grantor, including where any such trustee, debtor-in-possession, creditor trust or other representative of an estate is the beneficiary of a Lien securing Collateral by virtue of the avoidance of such Lien in an Insolvency or Liquidation Proceeding.	Assigns
All arbitrators shall be and remain at all times wholly impartial and independent of the parties to the Dispute, and, once appointed, no arbitrator shall have any ex parte communications with any of the parties to the Dispute concerning the arbitration or the underlying Dispute other than communications directly concerning the selection of the presiding arbitrator, where applicable.	Qualifications
