	text	label
385	"Context: Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1. 
 Question: Which one of the following is a complete and accurate list of classes any one of which could be the class to which V is added? 
 (0) class 1 (1) class 3 (2) class 1, class 3 (3) class 2, class 3 (4) class 1, class 2, class 3 
 Answer:"	(4) class 1, class 2, class 3
386	"Context: Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1. 
 Question: If X is added to class 1, which one of the following is a student who must be added to class 2? 
 (0) T (1) V (2) W (3) Y (4) Z 
 Answer:"	(0) T
387	"Context: Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1. 
 Question: If X is added to class 3, each of the following is a pair of students who can be added to class 1 EXCEPT 
 (0) Y and Z (1) W and Z (2) V and Y (3) V and W (4) T and Z 
 Answer:"	(4) T and Z
388	"Context: Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1. 
 Question: If T is added to class 3, which one of the following is a student who must be added to class 2? 
 (0) V (1) W (2) X (3) Y (4) Z 
 Answer:"	(2) X
389	"Context: Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1. 
 Question: Which one of the following must be true? 
 (0) If T and X are added to class 2, V is added to class 3. (1) If V and W are added to class 1, T is added to class 3. (2) If V and W are added to class 1, Z is added to class 3. (3) If V and X are added to class 1, W is added to class 3. (4) If Y and Z are added to class 2, X is added to class 2. 
 Answer:"	(3) If V and X are added to class 1, W is added to class 3.
390	"Context: Four lions—F, G, H, J—and two tigers—K and M—will be assigned to exactly six stalls, one animal per stall. The stalls are arranged as follows: First Row: 1 2 3 Second Row: 4 5 6 The only stalls that face each other are stalls 1 and 4, stalls 2 and 5, and stalls 3 and 6. The following conditions apply: The tigers' stalls cannot face each other. A lion must be assigned to stall 1. H must be assigned to stall 6. J must be assigned to a stall numbered one higher than K's stall. K cannot be assigned to the stall that faces H's stall. 
 Question: Which one of the following must be true? 
 (0) F is assigned to an even-numbered stall. (1) F is assigned to stall 1. (2) J is assigned to stall 2 or else stall 3. (3) J is assigned to stall 3 or else stall 4. (4) K is assigned to stall 2 or else stall 4. 
 Answer:"	(4) K is assigned to stall 2 or else stall 4.
391	"Context: Four lions—F, G, H, J—and two tigers—K and M—will be assigned to exactly six stalls, one animal per stall. The stalls are arranged as follows: First Row: 1 2 3 Second Row: 4 5 6 The only stalls that face each other are stalls 1 and 4, stalls 2 and 5, and stalls 3 and 6. The following conditions apply: The tigers' stalls cannot face each other. A lion must be assigned to stall 1. H must be assigned to stall 6. J must be assigned to a stall numbered one higher than K's stall. K cannot be assigned to the stall that faces H's stall. 
 Question: Which one of the following could be true? 
 (0) F's stall is numbered one higher than J's stall. (1) H's stall faces M's stall. (2) J is assigned to stall 4. (3) K's stall faces J's stall. (4) K's stall is in a different row than J's stall. 
 Answer:"	(1) H's stall faces M's stall.
392	"Context: Four lions—F, G, H, J—and two tigers—K and M—will be assigned to exactly six stalls, one animal per stall. The stalls are arranged as follows: First Row: 1 2 3 Second Row: 4 5 6 The only stalls that face each other are stalls 1 and 4, stalls 2 and 5, and stalls 3 and 6. The following conditions apply: The tigers' stalls cannot face each other. A lion must be assigned to stall 1. H must be assigned to stall 6. J must be assigned to a stall numbered one higher than K's stall. K cannot be assigned to the stall that faces H's stall. 
 Question: Which one of the following must be true? 
 (0) A tiger is assigned to stall 2. (1) A tiger is assigned to stall 5. (2) K's stall is in a different row from M's stall. (3) Each tiger is assigned to an even-numbered stall. (4) Each lion is assigned to a stall that faces a tiger's stall. 
 Answer:"	(2) K's stall is in a different row from M's stall.
393	"Context: Four lions—F, G, H, J—and two tigers—K and M—will be assigned to exactly six stalls, one animal per stall. The stalls are arranged as follows: First Row: 1 2 3 Second Row: 4 5 6 The only stalls that face each other are stalls 1 and 4, stalls 2 and 5, and stalls 3 and 6. The following conditions apply: The tigers' stalls cannot face each other. A lion must be assigned to stall 1. H must be assigned to stall 6. J must be assigned to a stall numbered one higher than K's stall. K cannot be assigned to the stall that faces H's stall. 
 Question: If K's stall is in the same row as H's stall, which one of the following must be true? 
 (0) F's stall is in the same row as J's stall. (1) F is assigned to a lower-numbered stall than G. (2) G is assigned to a lower-numbered stall than M. (3) G's stall faces H's stall. (4) M's stall is in the same row as G's stall. 
 Answer:"	(4) M's stall is in the same row as G's stall.
394	"Context: Four lions—F, G, H, J—and two tigers—K and M—will be assigned to exactly six stalls, one animal per stall. The stalls are arranged as follows: First Row: 1 2 3 Second Row: 4 5 6 The only stalls that face each other are stalls 1 and 4, stalls 2 and 5, and stalls 3 and 6. The following conditions apply: The tigers' stalls cannot face each other. A lion must be assigned to stall 1. H must be assigned to stall 6. J must be assigned to a stall numbered one higher than K's stall. K cannot be assigned to the stall that faces H's stall. 
 Question: If J is assigned to stall 3, which one of the following could be true? 
 (0) F is assigned to stall 2. (1) F is assigned to stall 4. (2) G is assigned to stall 1. (3) G is assigned to stall 4. (4) M is assigned to stall 5. 
 Answer:"	(2) G is assigned to stall 1.
395	"Context: Four lions—F, G, H, J—and two tigers—K and M—will be assigned to exactly six stalls, one animal per stall. The stalls are arranged as follows: First Row: 1 2 3 Second Row: 4 5 6 The only stalls that face each other are stalls 1 and 4, stalls 2 and 5, and stalls 3 and 6. The following conditions apply: The tigers' stalls cannot face each other. A lion must be assigned to stall 1. H must be assigned to stall 6. J must be assigned to a stall numbered one higher than K's stall. K cannot be assigned to the stall that faces H's stall. 
 Question: Which one of the following must be true? 
 (0) A tiger is assigned to stall 2. (1) A tiger is assigned to stall 4. (2) A tiger is assigned to stall 5. (3) A lion is assigned to stall 3. (4) A lion is assigned to stall 4. 
 Answer:"	(1) A tiger is assigned to stall 4.
396	"Context: On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house. 
 Question: Any of the following could be a Tudor house EXCEPT house 
 (0) 1 (1) 2 (2) 4 (3) 7 (4) 8 
 Answer:"	(3) 7
397	"Context: On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house. 
 Question: If there is one ranch house directly opposite another ranch house, which one of the following could be true? 
 (0) House 8 is a ranch house. (1) House 7 is a split-level house. (2) House 4 is a Tudor house. (3) House 2 is a split-level house. (4) House 1 is a ranch house. 
 Answer:"	(1) House 7 is a split-level house.
398	"Context: On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house. 
 Question: If house 4 is a Tudor house, then it could be true that house 
 (0) 1 is a Tudor house (1) 2 is a Tudor house (2) 5 is a ranch house (3) 7 is a Tudor house (4) 8 is a ranch house 
 Answer:"	(0) 1 is a Tudor house
399	"Context: On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house. 
 Question: On the street, there could be exactly 
 (0) one ranch house (1) one Tudor house (2) two Tudor houses (3) four ranch houses (4) five ranch houses 
 Answer:"	(0) one ranch house
400	"Context: On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house. 
 Question: If no house faces a house of the same style, then it must be true that house 
 (0) 1 is a split-level house (1) 1 is a Tudor house (2) 2 is a ranch house (3) 2 is a split-level house (4) 4 is a Tudor house 
 Answer:"	(4) 4 is a Tudor house
401	"Context: On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house. 
 Question: If the condition requiring house 6 to be a split-level house is suspended but all other original conditions remain the same, then any of the following could be an accurate list of the styles of houses 2, 4, 6, and 8, respectively, EXCEPT: 
 (0) ranch, split-level, ranch, Tudor (1) split-level, ranch, Tudor, split-level (2) split-level, Tudor, ranch, split-level (3) Tudor, ranch, Tudor, split-level (4) Tudor, split-level, ranch, Tudor 
 Answer:"	(0) ranch, split-level, ranch, Tudor
402	"Context: Within a tennis league each of five teams occupies one of five positions, numbered 1 through 5 in order of rank, with number 1 as the highest position. The teams are initially in the order R, J, S, M, L, with R in position 1. Teams change positions only when a lower-positioned team defeats a higher-positioned team. The rules are as follows: Matches are played alternately in odd-position rounds and in even-position rounds. In an odd-position round, teams in positions 3 and 5 play against teams positioned immediately above them. In an even-position round, teams in positions 2 and 4 play against teams positioned immediately above them. When a lower-positioned team defeats a higher-positioned team, the two teams switch positions after the round is completed. 
 Question: Which one of the following could be the order of teams, from position 1 through position 5 respectively, after exactly one round of even-position matches if no odd-position round has yet been played? 
 (0) J, R, M, L, S (1) J, R, S, L, M (2) R, J, M, L, S (3) R, J, M, S, L (4) R, S, J, L, M 
 Answer:"	(3) R, J, M, S, L
403	"Context: Within a tennis league each of five teams occupies one of five positions, numbered 1 through 5 in order of rank, with number 1 as the highest position. The teams are initially in the order R, J, S, M, L, with R in position 1. Teams change positions only when a lower-positioned team defeats a higher-positioned team. The rules are as follows: Matches are played alternately in odd-position rounds and in even-position rounds. In an odd-position round, teams in positions 3 and 5 play against teams positioned immediately above them. In an even-position round, teams in positions 2 and 4 play against teams positioned immediately above them. When a lower-positioned team defeats a higher-positioned team, the two teams switch positions after the round is completed. 
 Question: If exactly two rounds of matches have been played, beginning with an odd-position round, and if the lower-positioned teams have won every match in those two rounds, then each of the following must be true EXCEPT: 
 (0) L is one position higher than J. (1) R is one position higher than L. (2) S is one position higher than R. (3) J is in position 4. (4) M is in position 3. 
 Answer:"	(4) M is in position 3.
404	"Context: Within a tennis league each of five teams occupies one of five positions, numbered 1 through 5 in order of rank, with number 1 as the highest position. The teams are initially in the order R, J, S, M, L, with R in position 1. Teams change positions only when a lower-positioned team defeats a higher-positioned team. The rules are as follows: Matches are played alternately in odd-position rounds and in even-position rounds. In an odd-position round, teams in positions 3 and 5 play against teams positioned immediately above them. In an even-position round, teams in positions 2 and 4 play against teams positioned immediately above them. When a lower-positioned team defeats a higher-positioned team, the two teams switch positions after the round is completed. 
 Question: Which one of the following could be true after exactly two rounds of matches have been played? 
 (0) J has won two matches. (1) L has lost two matches. (2) R has won two matches. (3) L's only match was played against J. (4) M played against S in two matches. 
 Answer:"	(0) J has won two matches.
405	"Context: Within a tennis league each of five teams occupies one of five positions, numbered 1 through 5 in order of rank, with number 1 as the highest position. The teams are initially in the order R, J, S, M, L, with R in position 1. Teams change positions only when a lower-positioned team defeats a higher-positioned team. The rules are as follows: Matches are played alternately in odd-position rounds and in even-position rounds. In an odd-position round, teams in positions 3 and 5 play against teams positioned immediately above them. In an even-position round, teams in positions 2 and 4 play against teams positioned immediately above them. When a lower-positioned team defeats a higher-positioned team, the two teams switch positions after the round is completed. 
 Question: If after exactly three rounds of matches M is in position 4, and J and L have won all of their matches, then which one of the following can be true? 
 (0) J is in position 2. (1) J is in position 3. (2) L is in position 2. (3) R is in position 1. (4) S is in position 3. 
 Answer:"	(2) L is in position 2.
406	"Context: Within a tennis league each of five teams occupies one of five positions, numbered 1 through 5 in order of rank, with number 1 as the highest position. The teams are initially in the order R, J, S, M, L, with R in position 1. Teams change positions only when a lower-positioned team defeats a higher-positioned team. The rules are as follows: Matches are played alternately in odd-position rounds and in even-position rounds. In an odd-position round, teams in positions 3 and 5 play against teams positioned immediately above them. In an even-position round, teams in positions 2 and 4 play against teams positioned immediately above them. When a lower-positioned team defeats a higher-positioned team, the two teams switch positions after the round is completed. 
 Question: If after exactly three rounds M has won three matches and the rankings of the other four teams relative to each other remain the same, then which one of the following must be in position 3? 
 (0) J (1) L (2) M (3) R (4) S 
 Answer:"	(0) J
407	"Context: Within a tennis league each of five teams occupies one of five positions, numbered 1 through 5 in order of rank, with number 1 as the highest position. The teams are initially in the order R, J, S, M, L, with R in position 1. Teams change positions only when a lower-positioned team defeats a higher-positioned team. The rules are as follows: Matches are played alternately in odd-position rounds and in even-position rounds. In an odd-position round, teams in positions 3 and 5 play against teams positioned immediately above them. In an even-position round, teams in positions 2 and 4 play against teams positioned immediately above them. When a lower-positioned team defeats a higher-positioned team, the two teams switch positions after the round is completed. 
 Question: If after exactly three rounds the teams, in order from first to fifth position, are R, J, L, S, and M, then which one of the following could be the order, from first to fifth position, of the teams after the second round? 
 (0) J, R, M, S, L (1) J, L, S, M, R (2) R, J, S, L, M (3) R, L, M, S, J (4) R, M, L, S, J 
 Answer:"	(2) R, J, S, L, M
408	"Context: On Wednesday a physician will have exactly one appointment with seven patients—P, Q, R, S, T, U, W—one patient per appointment. The schedule of appointments, chronologically numbered 1 through 7, must meet the following conditions: Q's appointment is at some time before W's appointment. U's appointment is at some time before P's appointment. Either R or T has appointment 3. S's appointment is either the appointment immediately before or the appointment immediately after R's appointment. 
 Question: Which one of the following is an acceptable schedule of appointments in order from 1 to 7? 
 (0) Q, S, R, P, W, U, T (1) Q, U, W, S, R, T, P (2) S, Q, R, T, W, U, P (3) T, U, R, S, W, P, Q (4) U, Q, T, P, R, S, W 
 Answer:"	(4) U, Q, T, P, R, S, W
409	"Context: On Wednesday a physician will have exactly one appointment with seven patients—P, Q, R, S, T, U, W—one patient per appointment. The schedule of appointments, chronologically numbered 1 through 7, must meet the following conditions: Q's appointment is at some time before W's appointment. U's appointment is at some time before P's appointment. Either R or T has appointment 3. S's appointment is either the appointment immediately before or the appointment immediately after R's appointment. 
 Question: If W has appointment 2 and P has appointment 5, then which one of the following must be true? 
 (0) R has appointment 6. (1) S has appointment 4. (2) S has appointment 7. (3) U has appointment 1. (4) U has appointment 4. 
 Answer:"	(4) U has appointment 4.
410	"Context: On Wednesday a physician will have exactly one appointment with seven patients—P, Q, R, S, T, U, W—one patient per appointment. The schedule of appointments, chronologically numbered 1 through 7, must meet the following conditions: Q's appointment is at some time before W's appointment. U's appointment is at some time before P's appointment. Either R or T has appointment 3. S's appointment is either the appointment immediately before or the appointment immediately after R's appointment. 
 Question: If U's appointment is immediately after T's appointment and immediately before R's appointment, then which one of the following must be true? 
 (0) Q's appointment is at some time before P's appointment. (1) S's appointment is at some time before P's appointment. (2) S's appointment is immediately before Q's appointment. (3) W's appointment is immediately before P's appointment. (4) W's appointment is at some time before S's appointment. 
 Answer:"	(1) S's appointment is at some time before P's appointment.
411	"Context: On Wednesday a physician will have exactly one appointment with seven patients—P, Q, R, S, T, U, W—one patient per appointment. The schedule of appointments, chronologically numbered 1 through 7, must meet the following conditions: Q's appointment is at some time before W's appointment. U's appointment is at some time before P's appointment. Either R or T has appointment 3. S's appointment is either the appointment immediately before or the appointment immediately after R's appointment. 
 Question: If P's appointment is immediately before S's appointment, then each of the following could be true EXCEPT: 
 (0) R's appointment is immediately before W's appointment. (1) T's appointment is immediately before Q's appointment. (2) U's appointment is immediately before P's appointment. (3) U's appointment is immediately before Q's appointment. (4) W's appointment is immediately before T's appointment. 
 Answer:"	(1) T's appointment is immediately before Q's appointment.
412	"Context: On Wednesday a physician will have exactly one appointment with seven patients—P, Q, R, S, T, U, W—one patient per appointment. The schedule of appointments, chronologically numbered 1 through 7, must meet the following conditions: Q's appointment is at some time before W's appointment. U's appointment is at some time before P's appointment. Either R or T has appointment 3. S's appointment is either the appointment immediately before or the appointment immediately after R's appointment. 
 Question: If T's appointment is immediately after P's appointment and immediately before W's appointment, then which one of the following must be true? 
 (0) W's appointment is at some time before R's appointment. (1) U's appointment is at some time before R's appointment. (2) S's appointment is at some time before U's appointment. (3) R's appointment is at some time before P's appointment. (4) Q's appointment is at some time before S's appointment. 
 Answer:"	(3) R's appointment is at some time before P's appointment.
413	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: Which one of the following is a group of three employees who can be assigned together to the Sales Committee? 
 (0) F, G, and H (1) F, G, and M (2) G, K, and L (3) H, K, and L (4) K, L, and M 
 Answer:"	(3) H, K, and L
414	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: If H is assigned to exactly one committee, and if no committee has both F and M assigned to it, then it must be true that 
 (0) G and M are both assigned to the Quality Committee (1) K and L are both assigned to the Sales Committee (2) K is assigned to exactly two committees (3) L is assigned to exactly two committees (4) M is assigned to exactly two committees 
 Answer:"	(2) K is assigned to exactly two committees
415	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: Which one of the following CANNOT be true? 
 (0) F is assigned to exactly one committee. (1) G is assigned to exactly three committees. (2) H is assigned to exactly three committees. (3) K is assigned to exactly one committee. (4) L is assigned to exactly two committees. 
 Answer:"	(1) G is assigned to exactly three committees.
416	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: If F is assigned to exactly three committees, and G is assigned to exactly two committees, then which one of the following must be true? 
 (0) G is assigned to the Quality Committee. (1) G is assigned to the Sales Committee. (2) K is assigned to the Quality Committee. (3) L is assigned to the Sales Committee. (4) M is assigned to the Quality Committee. 
 Answer:"	(4) M is assigned to the Quality Committee.
417	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: Which one of the following is a group of three employees who can be assigned together to the Quality Committee? 
 (0) F, G, and H (1) F, G, and K (2) G, H, and K (3) G, K, and L (4) H, L, and M 
 Answer:"	(4) H, L, and M
418	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: If L is assigned to exactly two committees, which of the following must be true? 
 (0) F is assigned to the Sales Committee. (1) G is assigned to the Sales Committee. (2) H is assigned to the Quality Committee. (3) K is assigned to the Quality Committee. (4) M is assigned to the Quality Committee. 
 Answer:"	(4) M is assigned to the Quality Committee.
419	"Context: Exactly six employees—officers F, G, and H, and supervisors K, L, and M—must be assigned to exactly three committees—Policy, Quality, and Sales—with exactly three employees per committee. Committee assignments must conform to the following conditions: Each committee must have at least one officer assigned to it. Each employee must be assigned to at least one committee. All three officers must be assigned to the Policy Committee. G cannot be assigned to the same committee as L. K must be assigned to the Sales Committee. 
 Question: Which one of the following CANNOT be true? 
 (0) F and G are each assigned to exactly one committee. (1) F and H are each assigned to exactly one committee. (2) G and H are each assigned to exactly one committee. (3) F and M are both assigned to the Sales Committee. (4) G and K are both assigned to the Quality Committee. 
 Answer:"	(1) F and H are each assigned to exactly one committee.
420	"Context: On Tuesday Vladimir and Wendy each eat exactly four separate meals: breakfast, lunch, dinner, and a snack. The following is all that is known about what they eat during that day: At no meal does Vladimir eat the same kind of food as Wendy. Neither of them eats the same kind of food more than once during the day. For breakfast, each eats exactly one of the following: hot cakes, poached eggs, or omelet. For lunch, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For dinner, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For a snack, each eats exactly one of the following: fish or omelet. Wendy eats an omelet for lunch. 
 Question: Which one of the following statements must be true? 
 (0) Vladimir eats fish for lunch. (1) Vladimir eats fish for dinner. (2) Vladimir eats fish for his snack. (3) Wendy eats fish for dinner. (4) Wendy eats fish for her snack. 
 Answer:"	(4) Wendy eats fish for her snack.
421	"Context: On Tuesday Vladimir and Wendy each eat exactly four separate meals: breakfast, lunch, dinner, and a snack. The following is all that is known about what they eat during that day: At no meal does Vladimir eat the same kind of food as Wendy. Neither of them eats the same kind of food more than once during the day. For breakfast, each eats exactly one of the following: hot cakes, poached eggs, or omelet. For lunch, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For dinner, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For a snack, each eats exactly one of the following: fish or omelet. Wendy eats an omelet for lunch. 
 Question: Vladimir must eat which one of the following foods? 
 (0) fish (1) hot cakes (2) macaroni (3) omelet (4) poached eggs 
 Answer:"	(3) omelet
422	"Context: On Tuesday Vladimir and Wendy each eat exactly four separate meals: breakfast, lunch, dinner, and a snack. The following is all that is known about what they eat during that day: At no meal does Vladimir eat the same kind of food as Wendy. Neither of them eats the same kind of food more than once during the day. For breakfast, each eats exactly one of the following: hot cakes, poached eggs, or omelet. For lunch, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For dinner, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For a snack, each eats exactly one of the following: fish or omelet. Wendy eats an omelet for lunch. 
 Question: If both Vladimir and Wendy eat macaroni on Tuesday, then which one of the following statements could be true? 
 (0) Vladimir eats fish for lunch. (1) Vladimir eats hot cakes for lunch. (2) Vladimir eats macaroni for dinner. (3) Wendy eats hot cakes for breakfast. (4) Wendy eats hot cakes for dinner. 
 Answer:"	(3) Wendy eats hot cakes for breakfast.
423	"Context: On Tuesday Vladimir and Wendy each eat exactly four separate meals: breakfast, lunch, dinner, and a snack. The following is all that is known about what they eat during that day: At no meal does Vladimir eat the same kind of food as Wendy. Neither of them eats the same kind of food more than once during the day. For breakfast, each eats exactly one of the following: hot cakes, poached eggs, or omelet. For lunch, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For dinner, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For a snack, each eats exactly one of the following: fish or omelet. Wendy eats an omelet for lunch. 
 Question: If Wendy does not eat macaroni on Tuesday, then which one of the following statements could be true? 
 (0) Vladimir eats poached eggs for breakfast. (1) Vladimir eats fish for lunch. (2) Vladimir eats hot cakes for lunch. (3) Wendy eats hot cakes for breakfast. (4) Wendy eats fish for dinner. 
 Answer:"	(1) Vladimir eats fish for lunch.
424	"Context: On Tuesday Vladimir and Wendy each eat exactly four separate meals: breakfast, lunch, dinner, and a snack. The following is all that is known about what they eat during that day: At no meal does Vladimir eat the same kind of food as Wendy. Neither of them eats the same kind of food more than once during the day. For breakfast, each eats exactly one of the following: hot cakes, poached eggs, or omelet. For lunch, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For dinner, each eats exactly one of the following: fish, hot cakes, macaroni, or omelet. For a snack, each eats exactly one of the following: fish or omelet. Wendy eats an omelet for lunch. 
 Question: If Wendy eats poached eggs for breakfast, then which one of the following statements cannot be true? 
 (0) Vladimir eats fish for lunch. (1) Vladimir eats hot cakes for lunch. (2) Vladimir eats macaroni for dinner. (3) Wendy eats hot cakes for dinner. (4) Wendy eats macaroni for dinner. 
 Answer:"	(1) Vladimir eats hot cakes for lunch.
425	"Context: Eight people—Jack, Karen, Laura, Mark, Nick, Owen, Peggy, and Ruth—will be placed on two four-person teams—X and Y—for a relay race that is run in four successive legs: first, second, third, and fourth. The teams race concurrently. Each team member runs exactly one of the legs, one team member per leg, according to the following conditions: Jack is on the same team as Karen. Karen is not on the same team as Nick. Ruth runs an earlier leg of the race than Peggy runs, whether or not they are on the same team as each other. Mark and Nick are both on team Y. Neither Jack nor Mark runs third. Karen and Laura both run second. Owen runs fourth. 
 Question: Which one of the following must be true? 
 (0) If Jack and Owen are assigned to the same team as each other, Jack runs first. (1) If Jack and Peggy are assigned to the same team as each other, Jack runs fourth. (2) If Jack and Ruth are assigned to the same team as each other, Ruth runs third. (3) If Mark and Owen are assigned to the same team as each other, Mark runs fourth. (4) If Mark and Ruth are assigned to the same team as each other, Ruth runs third. 
 Answer:"	(0) If Jack and Owen are assigned to the same team as each other, Jack runs first.
